ResponseID,DUP,STARTDATE,ENDDATE,FINISHED,DUBIOUS,18YESORNO,COUNTRY,ZIP,DOB,YRSSURFING,WAVEPREF,WAVEPREFOTHER,BOARDPREF,BOARDPREFOTHER,ABILITY,SURFSPOT,SPOTTOWN,SPOTCO,SPOTSTATE,SPOTCOUNTRY,SPOTYRS,SPOTFAM,SURFSPERYEAR,BOTTOMCOND,BOTTOMCONDOTHER,BCHMGMTJET,BCHMGMTNAT,BCHMGMTWALL,BCHMGMTRIP,BCHMGMTSAND,BCHMGMTOTHERYN,BCHMGMTOTHER,BCHMGMTCOUNT,BCHMGMTIDK,SPOTWAVE,SPOTWAVEOTHER,BESTTIDE,5TIDE2,5TIDEMED,5TIDE6,5TIDEV6,V6BETTER,V6SHORTER,V6BACKW,V6LESSDANGER,V6CLIFFS,V6BIGSWELL,V6NEWPEAK,V6WAVEGONE,V6TAKEOFF,V6PACKDENSE,V6OTHERHAZ,PLACEIDN1,PLACEDEP1,PLACEIDN2,PLACEDEP2,PLACEIDN3,PLACEDEP3,PLACEIDN4,PLACEDEP4,PLACEIDN5,PLACEDEP5,PLACEIDN6,PLACEDEP6,PLACEBATTCOMP,WHYIMPORT,ACCESSBLOCKED,BLOCKEDHOW,NEVERSURFAGAIN,NEVERSURFAGAINEMO,IPLAT,IPLON,CCON-S,CCO,CCIT,LCPJur,LCPJurN-S,CSPOTLat,CSPOTLon,SURFSPOT,SL-SURFSPOT,SL-SPOTN-S,MORE_RES,LESS_RES,Secret
R_8jDLHk7kMcLWrhb,0,4/10/14 13:28,4/10/14 13:41,1,,1,United States,91311,1978,15,fast beach break,,shortboard,,3,C Street,Ventura,Ventura,CA,USA,2,7,Weekly,"cobbles, boulders, or loose rocks",,,natural beaches or bluffs,,,,,,1,0,fast beach break,,5,3,3,4,I'm not sure,Yes,No,No,No,No,Yes,No,No,No,No,No,3,3,2,3,2,4,2,2,2,2,2,4,12,Because there are nicer people and closer to where I live,No,,I will have to move to a different location,Sad,34.20849609,-118.3943024,12,Ventura,Ventura,San Buenaventura (City of),39,34.27247,-119.29942,C Street,C Street (same as Ventura Point),98,,,
R_8JiBMr2ZfdHi4Xr,0,5/3/14 19:15,5/3/14 19:23,0,,1,United States,94538,1962,20,slow beach break,,shortboard,,3,Princeton Jetty ,Half Moon Bay,San Mateo,CA,USA,1,4,Weekly,"cobbles, boulders, or loose rocks",,jetty or groin,,seawall,riprap,,,,3,0,I'm not sure,,6,3,4,5,I'm not sure,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,,,,,,,,,,,,,0,,,,,,,,7,San Mateo,Half Moon Bay,Half Moon Bay (City of),17,37.50007,,Princeton Jetty ,Princeton Jetty,31,,,
R_8jJlzUhvHe4apyB,0,4/8/14 13:55,4/8/14 14:00,0,,1,United States,92054,1995,10,slow reef break,,shortboard,,2,Tamarack,Carlsbad,San Diego,CA,USA,10,8,Weekly,Sand and Reef,reef and sand,jetty or groin,,,,,,,1,0,fast reef break,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,15,San Diego,Carlsbad,Carlsbad (City of),68,33.14993,-117.34961,Tamarack,Tamarack,165,,,
R_8JomMKEiyO5tn0N,0,4/27/14 0:06,4/27/14 0:23,1,,1,United States,94947,1982,9,fast beach break,,shortboard,,3,"Fort Cronkite - ""Crizzles""",Marin,Marin,CA,USA,9,9,Weekly,Sand,,,,,,,other,,1,0,fast beach break,,2,5,4,2,1,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,5,4,5,5,5,4,5,4,3,2,5,2,12,"It's intoxicating natural beauty. It's incredibly consistent, and holds potential for A++ waves (albeit, rarely). It's proximity to my home. ",Yes,Oil spill.,"Yes. I would experience a loss of something I value, something I hold as a place of spiritual importance. I would have less options to surf locally, and probably have to travel further for quality surf. I would miss my crizzles. ",Sadness. Loss. ,38.06629944,-122.5415955,5,Marin,Marin,Marin County,12,37.82095,-122.53196,"Fort Cronkite - ""Crizzles""",Fort Cronkite/Rodeo Beach,21,,,
R_8k54Nry1abBCGwd,0,5/6/14 10:27,5/6/14 10:36,1,,1,United States,92024,1990,11,fast point break,,shortboard,,3,North Peak,Encinitas,San Diego,CA,USA,6,10,Daily,"cobbles, boulders, or loose rocks",,,,seawall,,,,,1,0,slow reef break,,5,3,4,3,3,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,4,3,5,3,4,2,5,2,2,2,4,5,12,"I grew up surfing this wave, so it feels comfortable, and I know a lot of the local surfers so it becomes social as well.",Yes,Water quality.,"Yes, I would have to find another ""local"" spot.","Sad, but not the worst thing it the world, because it isn't the most amazing wave in the world.",33.11759949,-117.1650009,15,San Diego,Encinitas,Encinitas (City of),69,,,North Peak,,,1,,
R_8k5FtSXr0oM3NVX,0,4/8/14 10:56,4/8/14 13:58,1,,1,United States,92107,1971,25,fast reef break,,shortboard,Classic Fish,4,Windansea,La Jolla,San Diego,CA,USA,5,7,Weekly,hard rock reef,,,natural beaches or bluffs,,,,,,1,0,fast reef break,,the tide doesn't matter,5,5,5,5,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,3,4,5,5,3,3,4,3,3,3,4,4,12,"Very diverse conditions in a small area plus it is the hub of the San Diego surfing world. , IMHO.",No,,"Yes, It is a true gem for the surfing world.",Frustration and anger. Maybe a little sadness too.,33.15809631,-117.3506012,15,San Diego,La Jolla,San Diego (City of),72,32.82921,-117.28242,Windansea,Windansea,184,,,
R_8k6MCY3ZeI0gVGB,0,4/10/14 14:47,4/10/14 14:56,1,,1,United States,92585,1950,52,fast beach break,,longboard ,,3,Oceanside,Oceanside,San Diego,CA,USA,25,10,Weekly,Sand,,jetty or groin,,,,,,,1,0,fast beach break,,5,2,4,4,2,No,Yes,Yes,No,No,No,No,Yes,No,No,No,3,3,4,2,3,3,3,2,2,2,3,4,12,It's close,Yes,Run-off after a rain,I'd have to drive a few miles farther to Carlsbad,Pissed like a motherfucker,33.70680237,-117.1987,15,San Diego,Oceanside,San Diego (City of),72,,,Oceanside,,,1,,
R_8k9YbX7vQfhuNYF,0,4/25/14 10:40,4/25/14 10:48,1,,1,United States,93420,1980,18,slow point break,,"hybrid, funboard, or egg",,3,The Box,Shell Beach,San Luis Opisbo,CA,USA,18,8,Weekly,hard rock reef,,,natural beaches or bluffs,,,,,,1,0,slow reef break,,2,4,5,3,1,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,3,3,4,1,3,3,2,2,2,2,3,5,12,,No,,,,35.16650391,-120.4375992,10,San Luis Opisbo,Shell Beach,Pismo Beach (City of),31,,,The Box,,,1,,
R_8ko4MCNXeRh1O05,0,4/2/14 13:49,4/2/14 14:03,1,,1,United States,92869,1965,40,slow beach break,,"hybrid, funboard, or egg",,2,56th Street,Newport Beach,Orange,CA,USA,40,10,Monthly,Sand,,jetty or groin,,,,,,,1,0,fast beach break,,5,3,4,4,4,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,3,2,5,3,5,3,5,2,5,3,5,4,12,I have spent more time there than any other single place in my life,Yes,Blackball,"yes, i would be sad",like another old friend overdosed  / ,33.62750244,-117.8733978,14,Orange,Newport Beach,Newport Beach (City of),59,33.62304,-117.94742,56th Street,54th/56th St Newport,136,,,
R_8kpYPDqE9YfANbT,0,4/26/14 18:11,4/26/14 18:17,1,,1,United States,92024,1988,10,fast beach break,,shortboard,,3,Malibu,Malibu,Los Angeles,CA,USA,8,10,Weekly,"cobbles, boulders, or loose rocks",,,,,,,other,river outlet,1,0,fast point break,,2,3,5,3,2,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,4,3,3,4,4,3,2,2,4,4,3,3,12,,No,,,,33.15649414,-117.1707001,13,Los Angeles,Malibu,Malibu (City of),42,34.0339,-118.67781,Malibu,Malibu,106,,,
R_8kx2ah4Cv1GcLHL,0,4/26/14 19:09,4/26/14 19:24,1,,1,United States,92107,1988,4,slow reef break,,shortboard,,2,Del Mar - 8-9th Street,Del Mar,San Diego,CA,USA,2,7,Weekly,hard rock reef,,,natural beaches or bluffs,,,,,,1,0,slow reef break,,2,3,4,2,1,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,5,5,5,4,5,4,5,2,4,2,5,3,12,"Fun, Relaxed, not crowded, where I started to expand my abilities, fun wave that is not dangerous and is surfable in the majority of conditions",No,,"Yes, I would have to start paddling out at popular surf spots where I will have to compete for waves and it would be difficult to expand my skills as well as less enjoyable. Surfing is how I destress. Without that it is difficult for me to get away from the rat race and just be","Distraught, Depressed, Disappointed, stressed",34.05220032,-118.2436981,15,San Diego,Del Mar,Del Mar (City of),71,,,Del Mar - 8-9th Street,,,1,,
R_8nYxoo5HEFtT5M9,0,4/10/14 13:50,4/10/14 13:59,1,,1,United States,94114,1979,10,fast beach break,,no board (bodysurf),,4,Ocean Beach,San Francisco,San Francisco,CA,USA,6,7,Weekly,Sand,,,,,,,other,Mix of walls and dunes,1,0,fast beach break,,2,4,4,2,1,No,Yes,I'm not sure,I'm not sure,No,Yes,No,No,Yes,No,No,5,5,5,5,5,5,5,5,5,5,5,2,12,It brings the power of the ocean directly to San Francisco's back door.  It can feel like a totally different place from one day to the next. It is raw and humbling. ,No,,I would probably move out of San Francisco to the East Bay or the Pacific Northwest. ,Emptiness. Loss. ,37.769104,-122.4449005,6,San Francisco,San Francisco,San Francisco,13,37.7739,-122.5137,Ocean Beach,Ocean Beach SF,23,,,
R_8oHgWuNP7anblbv,0,4/8/14 12:15,4/8/14 12:27,1,,1,United States,94044,1963,10,slow beach break,,longboard ,,3,Lindamar,Pacifica,San Mateo,CA,USA,13,10,Weekly,Sand,,,natural beaches or bluffs,,,,,,1,0,slow beach break,,5,2,4,3,2,No,I'm not sure,No,No,No,Yes,No,Yes,Yes,Yes,No,4,3,4,1,3,2,4,4,2,2,5,2,12,I live very close by the spot. The health of this beach reflects the health of my neighborhood,Yes,Pollution after rain.  / Sometimes the weekend crowd,Yes. Again it's in my neighborhood,"Sad, anger, frustration",34.05220032,-118.2436981,7,San Mateo,Pacifica,Pacifica (City of),16,37.59951,,Lindamar,Pacifica/Lindamar,27,,,
R_8oxZBmm3QjHdVVr,0,3/12/14 21:58,3/12/14 22:06,1,,1,United States,94305,1993,4,slow point break,,"hybrid, funboard, or egg",,2,Steamer Lane - Instigators,Santa Cruz,Santa Cruz,CA,USA,2,3,Yearly,hard rock reef,,,,seawall,,,other,multiple staricases that go down to the water,2,0,slow point break,,2,5,4,3,3,No,Yes,Yes,No,Yes,I'm not sure,I'm not sure,Yes,I'm not sure,I'm not sure,I'm not sure,4,3,4,3,4,4,4,3,3,3,4,4,12,"It's where i've been most often. i have fond memories of people i met, the wildlife around me, and if you wait long enough there is always a little wave far from the big pack of competitors... :D its very reliable and i love it!!",No,,"YES. well, i don't surf much, but I would be devastated. im not very confident so its nice to have a spot i know better.","i would be devastated. sad. feel loss. nostalgia for the moments where sea otters, seals and birds played next to me",37.4178009,-122.1719971,8,Santa Cruz,Santa Cruz,Santa Cruz (City of),19,36.95199,,Steamer Lane - Instigators,Steamer Lane,43,,,
R_8p2IjnCOr6KwKrj,0,4/11/14 12:00,4/11/14 14:50,1,,1,United States,93065,1990,16,slow beach break,shoals,longboard ,single fin,4,Ventura,Ventura,Ventura,CA,USA,16,10,Weekly,Sand and Reef,all of the above,,,,,,other,all of the above,1,0,other,like no other place on earth,the tide doesn't matter,5,5,5,5,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3,3,3,5,4,3,1,1,1,1,4,5,12,"Surfing significantly improves the mindset vital for ecological restoration of coastlines and watersheds.  Ventura is a hot spot for diversity and is threatened by human interactions. The world needs more surfers that are selfless, not living for themselves alone. Surfing this region, I share my world view with the local and global community, which is to do just as Jesus Christ commands, be love. Further more,  Jesus commissions those that believe in him go to all nations, make disciples, and baptize in the name of the Father and of the Son and of the Holy Spirit, which are three in one.  Living by the Holy Spirit, people see the good that is produced through me and come to knowledge of the truth, that the Lord is the Spirit, and where the Spirit of the Lord is, there is freedom. In Christ and Christ in me.  Christian Surfers of Ventura are involved in bringing the good news to the surfers of all nationalities. We use responsibly the abundant  resources of Ventura to seek and save the lost.  ",No,,"Of course, in the case of any event that happens, my life would be impacted. The positive is finding surf community elsewhere.  ","In the event Ventura became uninhabitable, I would have control my emotions and not let them control me. Given not the spirit of fear, but of power, love, and a sound mind, I would take action instead of waiting for things to get better. No hypothetical situations. The answer to what I would do if I could never surf Ventura again is be constructive with my time and help make surfing it possible again. ",34.30209351,-118.7207947,12,Ventura,Ventura,San Buenaventura (City of),39,,,Ventura,,,,1,
R_8p3g7mhL3QZO5tr,0,5/8/14 17:28,5/8/14 17:33,1,,1,United States,94306,1982,15,slow reef break,,longboard ,,2,Cowells,Santa Cruz,Santa Cruz,CA,USA,10,5,Yearly,I'm not sure,,,natural beaches or bluffs,,,,,,1,0,slow point break,,2,5,4,2,1,I'm not sure,-9999,I'm not sure,I'm not sure,I'm not sure,I'm not sure,I'm not sure,I'm not sure,I'm not sure,I'm not sure,I'm not sure,1,4,2,2,2,2,2,2,2,2,2,3,12,"Easy, surf-able waves",No,,"No, I'd ind a new spot",Sadness,21.31359863,-157.8056946,8,Santa Cruz,Santa Cruz,Santa Cruz (City of),19,36.95981,,Cowells,Cowells,45,,,
R_8pMeNDpvwQkcWyN,0,4/26/14 20:55,4/26/14 21:01,1,,1,United States,92627,1987,6,fast beach break,,shortboard,,4,Huntington Beach - Pier,Huntington Beach,Orange,CA,USA,6,9,Weekly,Sand,,,,,,,other,Pier,1,0,fast beach break,,4,3,5,2,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,4,4,3,2,4,3,4,2,2,2,4,4,12,"Its local, close, and gets every swell direction almost. ",Yes,Tsunami warning,"Yes, It is where I learned to surf so it would be weird","Sad, angry, mad, depressed ",34.05220032,-118.2436981,14,Orange,Huntington Beach,Huntington Beach (City of),57,,,Huntington Beach - Pier,,,,1,
R_8pnLV1hj5d1l7Y9,0,4/1/14 19:24,4/1/14 19:35,1,,1,United States,91016,1963,35,fast point break,,"hybrid, funboard, or egg",,4,Churches,San Onofre,San Diego,CA,USA,30,7,Yearly,hard rock reef,,,natural beaches or bluffs,,,,,,1,0,fast point break,,2,2,4,3,2,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,5,5,5,5,5,5,5,5,5,5,5,5,12,Reminds. Me of the Hawaiian islands,Yes,Floods,No,Sad,34.05220032,-118.2436981,15,San Diego,San Onofre,San Diego County,66,33.37998,-117.57873,Churches,Church,159,,,
R_8puHCLa1V0ixelf,0,4/11/14 13:08,4/11/14 13:14,1,,1,United States,94105,1975,21,slow point break,,shortboard,,4,Secret Spot,Santa Cruz,Santa Cruz,CA,USA,10,10,Weekly,hard rock reef,,,,,,,,,0,I'm not sure,fast reef break,,4,2,3,2,1,No,I'm not sure,I'm not sure,I'm not sure,I'm not sure,I'm not sure,I'm not sure,I'm not sure,I'm not sure,I'm not sure,I'm not sure,4,4,4,4,4,4,4,4,4,4,4,4,12,,No,,,,37.53309631,-122.2471008,8,Santa Cruz,Santa Cruz,Santa Cruz (City of),19,,,Secret Spot,,,,,1
R_8q8owvixttR6qeF,0,3/12/14 12:42,3/12/14 13:02,1,,1,United States,95480,1972,27,No Preference,"all of the above!!! which ever break is working the best regarding tides, conditions and swell size!",no preference,all of the above...depends on the wave an the conditions! I have 30 different wave riding craft...and two arms and two legs.,4,The Hook,Santa Cruz,Santa Cruz,CA,USA,27,10,Yearly,hard rock reef,,,,seawall,,,,,1,0,fast point break,,2,4,5,3,2,No,No,Yes,No,Yes,No,No,No,No,No,No,5,5,5,3,5,4,4,3,4,4,4,4,12,"It was the firs real point break I started surfing as a teenager. The best right hand wave in Santa Cruz for speed and power. It does not have the exposure as many other spots and lacks barrel rides most of the time, but has helped my backside surfing tremendously and where I go when the swell is the biggest in Town.",No,,"No! There are many great waves in that area. Of course, when one wave disappears, other breaks get more crowded. Tear out the stairs and make all the beginners climb down the rope like the old days!!!","It would not feel good. But again, there are many great waves in the area.",38.70799255,-123.4492035,8,Santa Cruz,Santa Cruz,Santa Cruz County,18,36.959078,,The Hook,,,1,,
R_8qcN603MUPZDpYh,0,4/10/14 14:13,4/10/14 14:19,1,,1,United States,92121,1973,6,fast point break,,"hybrid, funboard, or egg",,3,Terra Mar,Carlsbad,San Diego,CA,USA,6,7,Weekly,hard rock reef,,,natural beaches or bluffs,,,,,,1,0,slow point break,,2,4,3,1,1,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,3,3,3,2,3,3,4,2,2,1,4,2,12,,No,,less good surfing in the summer months.,"pissed, bummed",32.71530151,-117.1573029,15,San Diego,Carlsbad,Carlsbad (City of),68,33.13133,-117.33789,Terra Mar,Terra Mar Point,166,,,
R_8qMLXW1FZLprOEB,0,4/8/14 19:05,4/8/14 19:13,1,,1,United States,95062,1988,15,fast point break,,shortboard,,4,Pleasure Point,Santa Cruz,Santa Cruz,CA,USA,15,10,Daily,hard rock reef,,,,seawall,riprap,,,,2,0,slow point break,,4,3,5,3,2,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,5,2,5,5,5,2,5,5,5,2,5,2,12,"It is home, and has been a place where I can let go of lifes difficulties",No,,"Yes, it would be a part of me taken away. I would not be able to share it with my future kids","sad, loss, dissapointment, resentment",45.52340698,-122.6762009,8,Santa Cruz,Santa Cruz,Santa Cruz County,18,36.95486,,Pleasure Point,Pleasure Point,48,,,
R_8r0gBgKcxjt1euh,0,4/10/14 13:05,4/10/14 13:29,1,,1,United States,92106,1992,10,fast reef break,,shortboard,,4,Avalanche ,Ocean Beach,San Diego,CA,USA,10,8,Daily,Sand,,jetty or groin,,,,,,,1,0,fast beach break,,2,4,5,3,1,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,4,3,4,2,4,2,4,2,5,3,4,2,12,Fun local break. Everyone in town surfs the spot,Yes,Water pollution ,Yes. It's definitely the break I surf the most. My life would be impacted in the sense of it being inconvenient more than anything else,Bummed out. I've had a lot of great sessions there and it would stink to have to switch to a new local break,32.77920532,-117.1893997,15,San Diego,Ocean Beach,San Diego (City of),72,,,Avalanche ,,,1,,
R_8rayijS5SIdRKMR,0,3/16/14 23:15,3/16/14 23:27,1,,1,United States,95062,1984,9,fast point break,,shortboard,,3,The Hook,Santa Cruz,Santa Cruz,CA,USA,6,9,Weekly,hard rock reef,,,,seawall,,,,,1,0,fast point break,,4,3,5,4,2,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,4,4,5,2,4,4,4,2,4,2,4,4,12,"In my opinion it is the best wave in town and its just down the street from where I live, so I can ride a bike there with my board, or easily check it as I go about my day-to-day routine.",No,,"Yes, it would reduce my quality of life. Surfing is a valuable activity to me due to its physical and psychological benefits, having this place close to my home al2s me to surf regularly without drastically compromising other aspects of my life. ",I would be very frustrated and angry and perhaps a bit nostalgic of all the great times I've had surfing there over the years. ,36.97129822,-121.9875031,8,Santa Cruz,Santa Cruz,Santa Cruz County,18,36.959078,,The Hook,,,1,,
R_8rbJ3nvlSDdLL49,0,5/6/14 6:35,5/6/14 6:47,1,,1,United States,76513,1974,6,fast beach break,,shortboard,,2,El Porto,Manhattan Beach,Los Angeles,CA,USA,6,7,Monthly,Sand,,,natural beaches or bluffs,,,,,,1,0,fast beach break,,2,2,3,3,1,No,I'm not sure,Yes,No,No,No,No,No,Yes,Yes,No,4,3,4,1,3,2,4,3,1,1,4,3,12,"I grew up there (playing volleyball), there is a community there I enjoy.  It's seems like difficult surfing, so I feel proud when I do it well.",Yes,Overcrowded parking lot,Yes - I'd just be bummed about the idea of never seeing those people or having that nostalgic experience again.,I'd be sad ...I'd really miss it,32.81399536,-96.94889832,13,Los Angeles,Manhattan Beach,Manhattan Beach (City of),47,33.8986,-118.4207,El Porto,El Porto,116,,,
R_8rjMT4Ahyxx0HLT,0,4/4/14 23:53,4/5/14 0:14,1,,1,United States,95062,1983,5,slow point break,,longboard ,,2,Pleasure Point,Santa Cruz,Santa Cruz,CA,USA,1,6,Weekly,hard rock reef,,,,seawall,,,,,1,0,slow point break,,4,4,5,4,I'm not sure,I'm not sure,I'm not sure,Yes,Yes,Yes,I'm not sure,I'm not sure,Yes,I'm not sure,I'm not sure,Yes,4,4,5,3,4,3,4,3,3,2,4,4,12,"There are some really great surfers out in the water, not just ability but overall stoke. It is consistent and when it's on its a really fun wave. It's just down the street. ",No,,"Yes, my life would be impacted if I could never surf Pleasure Point again. I would have to drive somewhere to surf. The water would have to be pretty polluted to keep people from surfing, that has no positive effect on anyone. If I couldn't surf at all in the area I would move somewhere I could. ",Disappointed,37.0447998,-122.1020966,8,Santa Cruz,Santa Cruz,Santa Cruz County,18,36.95486,,Pleasure Point,Pleasure Point,48,,,
